domain,company,kind,source
huynq.net,Rikkeisoft,company,cncf-gitdm-single
hvsistemas.es,HV Sistemas,company,gitdm
hydenetworks.com,Central Desktop,company,cncf-gitdm-single
hynfield.org,Virtual,company,cncf-gitdm-single
hyper.sh,HyperHQ,company,gitdm
hyperworks.nu,DigitalOcean,company,cncf-gitdm-single
hypixel.net,Hypixel,company,cncf-gitdm-single
hystax.com,Hystax,company,gitdm
hzmi.xyz,Musical Tune,company,cncf-gitdm-single
i-beam.org,Cybozu,company,cncf-gitdm-single
i2cat.net,i2CAT Foundation,company,cncf-gitdm-single
i2se.com,I2SE,company,cncf-gitdm-single
iag.com.au,Syndey IT,company,cncf-gitdm-single
ian.pw,Google,company,cncf-gitdm-single
ianberinger.com,Ian Beringer,company,cncf-gitdm-single
ianbicking.org,BoCloud,company,cncf-gitdm-single
ianmaddox.com,Google,company,cncf-gitdm-single
ibm.com,IBM,company,gitdm
ibp.de,ipb (uk) Ltd.,company,gitdm
ice-edge.com,Ice Edge,company,cncf-gitdm-single
icecube.dog,Masterpoint,company,cncf-gitdm-single
icloud.com,(Independent),free_provider,rich
iconara.net,Burt,company,cncf-gitdm-single
iconectiv.com,iconectiv,company,cncf-gitdm-single
icplus.com.tw,IC Plus,company,gitdm
ict.ac.cn,ICT,company,gitdm
ideafidelity.com,Idea Fidelity,company,cncf-gitdm-single
ideamans.com,ideaman's,company,cncf-gitdm-single
ideasonboard.com,Ideas on Board,consultancy,patch
idempotent.ca,Points.com,company,cncf-gitdm-single
ie.ibm.com,International Business Machines,company,cncf-gitdm
iekho.com,China Cloud,company,cncf-gitdm-single
ifca.unican.es,CSIC,company,gitdm
iftech.io,JIKE Community,company,cncf-gitdm-single
igalia.com,Igalia,company,cncf-gitdm
igbmc.fr,IGBMC,company,gitdm
igel.co.jp,igel,company,gitdm
iguaz.io,iguazio,company,cncf-gitdm-single
ihypo.net,Alibaba Group,company,cncf-gitdm-single
iii.org.tw,Institute for Information Industry,company,gitdm
iiitd.ac.in,VideoKen,company,cncf-gitdm-single
iiitm.ac.in,LinkedIn,company,cncf-gitdm-single
iij.ad.jp,Internet Initiative Japan,company,cncf-gitdm-single
iis.fraunhofer.de,Fraunhofer,academic,patch
iit.it,Istituto Italiano di Tecnologia,academic,patch
il.ibm.com,International Business Machines,company,cncf-gitdm
ilande.co.uk,ILande,company,cncf-gitdm-single
ilg.cat,INKORFORMACION,company,cncf-gitdm-single
ilin.dn.ua,Anadea,company,cncf-gitdm-single
illumina.com,Illumina,company,spinellis-sec
illyriad.co.uk,Illyriad Games,company,cncf-gitdm-single
imaginea.com,Imaginea Technologies,company,gitdm
imgix.com,imgix,company,cncf-gitdm-single
imgtec.com,Imagination Technologies,company,patch
imhotep.io,Imhotep,company,cncf-gitdm-single
imlucas.com.br,Strabag,company,cncf-gitdm-single
immomo.com,Momo,company,spinellis-sec
improbable.io,Improbable Worlds,company,cncf-gitdm-single
improbable.org,Library of Congress,company,cncf-gitdm
in.ibm.com,International Business Machines,company,cncf-gitdm
in.tum.de,LinkedIn,company,cncf-gitdm
inaugust.com,In August,company,gitdm
inbox.ru,HP,company,cncf-gitdm-single
india.nec.com,NEC,company,cncf-gitdm
indigoag.com,Indigo,company,cncf-gitdm-single
indt.org,INdT,company,gitdm
indt.org.br,INdT,company,gitdm
inesa.com,inesa,company,gitdm
inf.ufrgs.br,Globo,company,cncf-gitdm-single
infineon.com,Infineon Technologies,company,cncf-gitdm
infinite.com,Infinite,company,gitdm
influitive.com,Influitive,company,cncf-gitdm-single
influxdb.com,InfluxData,company,cncf-gitdm-single
infoblox.com,Infoblox,company,gitdm
infor.com,Infor,company,spinellis-sec
informaticslab.co.uk,Met Office Informatics,company,cncf-gitdm-single
infosiftr.com,Info Siftr,company,cncf-gitdm-single
infostretch.com,Infostretch,company,cncf-gitdm-single
infosys.com,Infosys,company,cncf-gitdm
infoxchange.net.au,Infoxchange,company,cncf-gitdm-single
infracloud.io,Infracloud,company,gitdm
infradead.org,Cavium,company,cncf-gitdm-single
ingemann.de,Orbit,company,cncf-gitdm-single
ingenious.com.au,Ingenious Software Pty Ltd,company,gitdm
ingics.com,INGICS TECHNOLOGY,company,cncf-gitdm-single
ingtotaro.it,Fiscozen,company,cncf-gitdm-single
inin.com,Genesys,company,cncf-gitdm-single
initcron.org,Initcron Systems Private,company,cncf-gitdm-single
inklog.net,CNV,company,cncf-gitdm-single
inktank.com,Inktank,company,gitdm
inl.fr,INL,company,gitdm
inmon.com,InMon,company,gitdm
innovsquare.com,Innovsquare,company,cncf-gitdm-single
inovex.de,inovex,company,cncf-gitdm-single
inpur.com,Inspur Group,company,cncf-gitdm-single
inria.fr,INRIA,company,gitdm
insa-lyon.fr,Amaris Lusa LDA,company,cncf-gitdm-single
insat.u-carthage.tn,Kubermatic,company,cncf-gitdm-single
insaurral.de,Tyk Technologies,company,cncf-gitdm-single
inscripta.io,Inscripta,company,cncf-gitdm-single
inselo.no,Inselo,company,cncf-gitdm-single
insideboard.com,InsideBoard,company,cncf-gitdm-single
inspur.com,Inspur,company,gitdm
inspur.com/cncf/gitdm,Inspur Group,company,cncf-gitdm-single
instructure.com,INSTRUCTURE,company,spinellis-sec
intel.com,Intel,company,patch
intellinium.com,Intellinium,company,cncf-gitdm-single
intellisys.info,Takeaway.com,company,cncf-gitdm-single
intellitech.pro,IntelliTech,company,cncf-gitdm-single
intellitree.com,IntelliTree Solutions,company,gitdm
interaktionsweise.de,International Business Machines,company,cncf-gitdm-single
interhost.no,InterhostAS,company,gitdm
interlix.com,Salesforce.com,company,cncf-gitdm-single
internap.com,Internap,company,gitdm
internet2.edu,Internet2,academic,rich
internships.antmicro.com,ANTMICRO,company,cncf-gitdm-single
interubernet.com,International Business Machines,company,cncf-gitdm-single
intimatemerger.com,Intimate Merger,company,cncf-gitdm-single
intland.com,Intland Software,company,cncf-gitdm-single
intouchhealth.com,Teladoc,company,cncf-gitdm-single
intra2net.com,Intra2net AG,company,gitdm
intracom-telecom.com,Intracom Telecom,company,gitdm
intralinks.com,Intralinks,company,gitdm
intrepid.io,Intrepid Pursuits,company,cncf-gitdm-single
intuit.com,Intuit,company,cncf-gitdm
inven.io,Invenio,company,cncf-gitdm-single
invensense.com,InvenSense (TDK),company,patch
invincibleinfra.com,Invincible Infra,company,cncf-gitdm-single
invision.de,ivx,company,cncf-gitdm-single
invitae.com,Invitae,company,cncf-gitdm-single
inwinstack.com,inwinSTACK,company,gitdm
iomart.com,iomart,company,gitdm
iown1.net,EIGHTS,company,cncf-gitdm-single
ipb-halle.de,IPB,company,cncf-gitdm-single
iram.es,IRAM,company,gitdm
irdeto.com,Irdeto USA,company,cncf-gitdm
iress.com,OneIress,company,cncf-gitdm-single
iret.co.jp,iret,company,cncf-gitdm-single
irian.at,Irian Solutions,company,cncf-gitdm-single
irissmann.de,Flughafen Berlin Brandenburg,company,cncf-gitdm-single
iroot.net,Red Stone Partners,company,cncf-gitdm-single
iroquoisystems.com,IroquoiSystems,company,gitdm
is.co.za,Internet Solutions,company,gitdm
isaacbrodsky.com,Uber,company,cncf-gitdm-single
iscas.ac.cn,ISCAS,company,gitdm
ishiboo.com,Bloomberg,company,cncf-gitdm-single
isi.edu,Information Sciences Institute,company,gitdm
iskuri.org,Eficode,company,cncf-gitdm-single
isotoma.com,Isotoma,company,cncf-gitdm-single
isovalent.com,Isovalent,company,cncf-gitdm
ispras.ru,ISP RAS,company,gitdm
isquaredsoftware.com,Northrop Grumman,company,cncf-gitdm-single
istreamplanet.com,iStreamPlanet,company,cncf-gitdm
it-works-jbo.de,IRIS.TV,company,cncf-gitdm-single
it.pt,Instituto de Telecomunicacoes,company,gitdm
itaysk.com,Microsoft,company,cncf-gitdm-single
iteris.com,Intuit,company,cncf-gitdm-single
itg.com,VIRTU ITG HOLDINGS,company,spinellis-sec
ithaka.org,ITHAKA,company,cncf-gitdm
itkey.com,itkey,company,gitdm
itma.lu,Google,company,cncf-gitdm-single
itri.org.tw,Industrial Technology Research Institute,company,gitdm
itseez.com,Intel,company,cncf-gitdm-single
itsvit.org,IT Svit,company,cncf-gitdm-single
itsyn.com,IT Synergy,company,gitdm
ivaldi.nl,Ivaldi,company,cncf-gitdm-single
ivitera.com,IVITERA,company,cncf-gitdm-single
iweb.co.uk,iWebSolutions,company,gitdm
iweb.com,iWeb,company,gitdm
izeltech.com,Izel Technologies,company,gitdm
izharaazmi.com,Codeacious,company,cncf-gitdm-single
izhukov.ru,PJSC MTS Bank,company,cncf-gitdm-single
izs.me,npm,company,cncf-gitdm-single
j14s.com,Clearleap,company,cncf-gitdm-single
jackcanty.com,Square,company,cncf-gitdm-single
jackmakesthings.com,Huge,company,cncf-gitdm-single
jacobmohl.dk,HP,company,cncf-gitdm-single
jacobvosmaer.nl,GitLab,company,cncf-gitdm-single
jagregory.com,ThoughtWorks,company,cncf-gitdm-single
jak-linux.org,Canonical,company,cncf-gitdm-single
jakobniggel.de,Continental,company,cncf-gitdm-single
jakubonderka.cz,Proof & Reason s.r.o,company,cncf-gitdm-single
jalios.com,Jalios,company,cncf-gitdm-single
jamesblair.net,Red Hat,company,cncf-gitdm-single
jamesbrennan.ca,Unbounce,company,cncf-gitdm-single
jameside.com,650 Industries,company,cncf-gitdm-single
jameskelly.net,Juniper Networks,company,cncf-gitdm-single
jameskyle.org,Uber,company,cncf-gitdm-single
jamezpolley.com,HP,company,cncf-gitdm-single
jamieandamy.com,Apcera,company,cncf-gitdm-single
jan-melcher.de,AEB,company,cncf-gitdm-single
janrain.com,Janrain,company,rich
jansauer.de,newcubator,company,cncf-gitdm-single
jansel.net,GoDaddy Operating,company,cncf-gitdm-single
jany.st,CERN,company,cncf-gitdm-single
japaric.io,Scania,company,cncf-gitdm-single
jarmoni.org,dcsolutions,company,cncf-gitdm-single
jarondl.net,Google,company,cncf-gitdm-single
jarred.com.au,slackbot,company,cncf-gitdm-single
jarrodyellets.com,Apple,company,cncf-gitdm-single
jasonamyers.com,Cisco Systems,company,cncf-gitdm-single
jasoncallaway.com,Google,company,cncf-gitdm-single
jasonho.tk,JSC NIIAA,company,cncf-gitdm-single
jasonjlock.com,Home Care Dentist,company,cncf-gitdm-single
jasonstryker.com,Capital One Financial,company,cncf-gitdm-single
jauu.net,Rohde & Schwarz GmbH &,company,cncf-gitdm-single
javimb.com,New Relic,company,cncf-gitdm-single
jazzy.id.au,Lightbend,company,cncf-gitdm-single
jbat.co.jp,JBAT,company,cncf-gitdm-single
jboss.org,Red Hat,company,cncf-gitdm-single
jburnham.net,Tinder,company,cncf-gitdm-single
jbw.codes,Caspian,company,cncf-gitdm-single
jcoeltjen.de,BTC,company,cncf-gitdm-single
jcommerce.pl,Jcommerce,company,cncf-gitdm-single
jcrosoft.com,JCrosoft.Ling,company,cncf-gitdm-single
jcubed.me,WithSecure,company,cncf-gitdm-single
jd.com,Jd.Com,company,gitdm
jdu-it.co.uk,Wellcome Trust,company,cncf-gitdm-single
jean.fi,Red Hat,company,cncf-gitdm-single
jefflaplante.com,Walt Disney Animation Studios,company,cncf-gitdm-single
jeffreyforman.net,Google,company,cncf-gitdm-single
jemmic.com,jemmic,company,cncf-gitdm-single
jen20.com,Event Store,company,cncf-gitdm-single
jenserat.de,Mercedes-Benz,company,cncf-gitdm-single
jensraaby.com,Hover,company,cncf-gitdm-single
jeremejevs.com,Auzom,company,cncf-gitdm-single
jeremycarter.ca,JCCSS,company,cncf-gitdm-single
jessestuart.com,Apple,company,cncf-gitdm-single
jettsang.com,jet tsang,company,cncf-gitdm-single
jf-projects.de,SAP,company,cncf-gitdm-single
jfrog.com,JFrog,company,cncf-gitdm
jfrog.org,JFrog,company,cncf-gitdm-single
jhardy.co.uk,Red Hat,company,cncf-gitdm-single
jhegman.com,WebPT,company,cncf-gitdm-single
jherlin.se,Elits,company,cncf-gitdm-single
jhuapl.edu,Independent,company,gitdm
jiguang.cn,Aurora Mobile,company,spinellis-sec
jimdo.com,Jimdo,company,cncf-gitdm
jimmycuadra.com,Uber,company,cncf-gitdm-single
jimrandell.com,Computech,company,cncf-gitdm-single
jimrollenhagen.com,Rackspace,company,cncf-gitdm-single
jinkit.com,AT&T Services,company,cncf-gitdm-single
jivesoftware.com,Jive Software,company,cncf-gitdm-single
jlhood.com,Amazon,company,cncf-gitdm-single
jmason.org,Swrve,company,cncf-gitdm-single
jmicron.com,jmicron.com,company,gitdm
jmulholland.com,Syone,company,cncf-gitdm-single
joegaffey.com,Ericsson,company,cncf-gitdm-single
joelsplace.sg,Grab,company,cncf-gitdm-single
joerun.de,International Business Machines,company,cncf-gitdm-single
joeshaw.org,Joe,company,cncf-gitdm-single
joeyb.org,Salesforce.com,company,cncf-gitdm-single
joeym.net,Pantheon,company,cncf-gitdm-single
johannesg.com,Kollafoss Gamedev Residency,company,cncf-gitdm-single
john-millikin.com,Stripe,company,cncf-gitdm-single
johndeere.com,Deere,company,spinellis-sec
johnjbarton.com,Google,company,cncf-gitdm-single
johnko.ca,Johnko Express,company,cncf-gitdm-single
johnleach.co.uk,Bright Box,company,cncf-gitdm-single
johnmurray.io,AppNexus,company,cncf-gitdm-single
johnmyleswhite.com,Meta Platforms,company,cncf-gitdm-single
johnthenerd.com,Wood,company,cncf-gitdm-single
joker234.de,Heidelberg University,company,cncf-gitdm-single
jonathangiles.net,Microsoft,company,cncf-gitdm-single
jonchiu.com,Confluent,company,cncf-gitdm-single
joomdev.com,JoomDev,company,cncf-gitdm-single
jooz.net,Alveo Systems,company,cncf-gitdm-single
joseglego.io,REWE Digital,company,cncf-gitdm-single
josephb.org,Canonical,company,cncf-gitdm-single
josephholsten.com,Ensighten,company,cncf-gitdm-single
josephshearer.net,Designspring,company,cncf-gitdm-single
josephwilk.net,SoundCloud Global Limited &,company,cncf-gitdm-single
joshpeek.com,GitHub,company,cncf-gitdm-single
joshsoftware.com,Josh Bell,company,cncf-gitdm-single
joshtriplett.org,Intel,company,cncf-gitdm-single
joyent.com,Joyent,company,cncf-gitdm-single
jp.fujitsu.com,Fujitsu,company,gitdm
jp.ibm.com,International Business Machines,company,cncf-gitdm
jp.sony.com,Sony Marketing,company,cncf-gitdm
jpberlin.de,JP Berlin,company,gitdm
jpg.id.au,Postmates,company,cncf-gitdm-single
jpi.io,Electrolux-Lehel,company,cncf-gitdm-single
jpl.nasa.gov,NASA Ames Research Center,company,cncf-gitdm
jpluscplusm.com,JCM Systems,company,cncf-gitdm-single
jread.com,Red Hat,company,cncf-gitdm-single
jross.me,Nodecraft,company,cncf-gitdm-single
jsb5.com,Beijing Enterprises Sanxing,company,cncf-gitdm-single
jstenback.com,Google,company,cncf-gitdm-single
jtan.com,Darling,company,cncf-gitdm-single
jtymes.net,Gordon,company,cncf-gitdm-single
juliaferraioli.com,Google,company,cncf-gitdm-single
julienviet.com,Red Hat,company,cncf-gitdm-single
juliohm.com.br,Tribunal de Justiça do Estado de Goiás,company,cncf-gitdm-single
jungnickel.com,SGM-Media,company,cncf-gitdm-single
juniorjpdj.pl,Tenesys,company,cncf-gitdm-single
juniper.com,Juniper Networks,company,gitdm
juniper.net,Juniper Networks,company,gitdm
jusst.de,Jusst,company,cncf-gitdm-single
justgiving.com,JustGiving,company,cncf-gitdm-single
justinli.net,Shopify,company,cncf-gitdm-single
justinvanderheide.com,Diwala,company,cncf-gitdm-single
jvinternetsolutions.com,Internet Solutions,company,cncf-gitdm-single
k2l.de,Microchip / K2L,company,cncf-gitdm-single
k3a.me,K3A & Ndemic Creations,company,cncf-gitdm-single
k7cl.com,Lenovo,company,cncf-gitdm-single
kaa.org.ua,Crane,company,cncf-gitdm-single
kaazing.com,Kaazing,company,cncf-gitdm-single
kagilum.com,Kagilum,company,cncf-gitdm-single
kaiser.cx,Payment Technologies,company,cncf-gitdm-single
kalapos.net,Elasticsearch,company,cncf-gitdm-single
kaliber5.de,kaliber5,company,cncf-gitdm-single
kallisti.us,ClearDATA,company,cncf-gitdm-single
kalray.eu,SUSE,company,cncf-gitdm-single
kaltepoth.de,Ingenit,company,cncf-gitdm-single
kamal.io,DigitalOcean,company,cncf-gitdm-single
kambrium.net,Kambrium GbR,company,cncf-gitdm-single
kamilon.com,Microsoft,company,cncf-gitdm-single
kamp.de,ECIX,company,cncf-gitdm-single
kane.mx,International Business Machines,company,cncf-gitdm-single
kaniwa.biz,Industrial Light & Magic,company,cncf-gitdm-single
kanyun.com,Yuanfudao,company,cncf-gitdm-single
karevoll.no,Elasticsearch,company,cncf-gitdm-single
karisch.guru,Pixelart,company,cncf-gitdm-single
karlherler.com,Karl Herler,company,cncf-gitdm-single
karo-electronics.de,Ka-Ro electronics,company,cncf-gitdm-single
kartschall.de,SysEleven,company,cncf-gitdm-single
kassisol.com,Kassisol,company,cncf-gitdm-single
kastelo.net,Kastelo,company,cncf-gitdm-single
kasten.io,Kasten,company,cncf-gitdm-single
katalix.com,Katalix Systems,company,gitdm
katbyte.me,HashiCorp,company,cncf-gitdm-single
katemihalikova.cz,Amazon,company,cncf-gitdm-single
katherinehouse.com,Geonodal Solutions,company,cncf-gitdm-single
kau.se,Karlstad Universitet,company,gitdm
kavatech.de,Nect,company,cncf-gitdm-single
kawa.net,kawa.net,company,cncf-gitdm-single-self-reference
kayac.com,kayac,company,cncf-gitdm-single
kddi.com,KDDI,company,gitdm
kddilabs.jp,KDDI,company,gitdm
keithp.com,Intel,company,cncf-gitdm-single
kellner.me,Red Hat,company,cncf-gitdm-single
kende.pl,KENDE LONDON,company,cncf-gitdm-single
kenfinnigan.me,Red Hat,company,cncf-gitdm-single
kenjiskywalker.org,Hitomedia,company,cncf-gitdm-single
kent.ac.uk,Independent,company,gitdm
kernel.crashing.org,International Business Machines,company,cncf-gitdm
kernel.dk,Meta,company,patch
kernellabs.com,LTN Global Communications,company,cncf-gitdm-single
kevinbreit.net,Insight,company,cncf-gitdm-single
kevincox.ca,Google,company,cncf-gitdm-single
keymate.io,Keymate,company,cncf-gitdm
keyspan.com,InnoSys,company,gitdm
kfs.org,Ott Perry AGT,company,cncf-gitdm-single
khromov.se,Naver,company,cncf-gitdm-single
kieliszczyk.net,Acorns,company,cncf-gitdm-single
kigroup.de,xgeeks,company,cncf-gitdm-single
kiit.ac.in,Microsoft,company,cncf-gitdm-single
kiliaro.com,Kiliaro,company,cncf-gitdm-single
kilink.net,Netflix,company,cncf-gitdm-single
kindredgroup.com,Unibet,company,cncf-gitdm-single
king.com,King.com,company,cncf-gitdm-single-self-reference
kinvolk.io,Kinvolk,company,gitdm
kionetworks.com,KIO Networks,company,gitdm
kippendief.biz,Outreachy,company,cncf-gitdm-single
kipper.ca,Shopify,company,cncf-gitdm-single
kismatic.io,Kismatic,company,cncf-gitdm-single
kitware.com,Kitware,company,cncf-gitdm-single
kiuwan.com,Kiuwan Software SL.,company,cncf-gitdm-single
kiwi.com,Google,company,cncf-gitdm-single
kiwigrid.com,Kiwigrid,company,cncf-gitdm-single
klabs.be,GIRC Agirc-Arrco,company,cncf-gitdm-single
klan-hub.ru,CJSC Flant,company,cncf-gitdm-single
klarna.com,Klarna,company,cncf-gitdm-single
klimetschek.de,Adobe,company,cncf-gitdm-single
klimlive.de,Red Hat,company,cncf-gitdm-single
klokke.dk,The Human Race,company,cncf-gitdm-single
kmp.pw,Enviark,company,cncf-gitdm-single
kmuto.jp,Hatena,company,cncf-gitdm-single
knplabs.com,KnpLabs,company,cncf-gitdm-single
kocolosk.net,International Business Machines,company,cncf-gitdm-single
kohenfamily.net,JDA Software Group,company,cncf-gitdm-single
kohls.com,Kohl's,company,cncf-gitdm-single
kohlvanwijngaarden.nl,Red Hat,company,cncf-gitdm-single
koho.ca,KOHO,company,rich
